"Datum","El kWh","Utomhustemperatur","Status"
"2022-09-14 18:00","0,4","14,8","Normalt"
"2022-09-14 19:00","0,69","14,6","Normalt"
"2022-09-14 20:00","0,58","14,2","Normalt"
"2022-09-14 21:00","0,61","13,8","Normalt"
"2022-09-14 22:00","1,03","12,9","Normalt"
"2022-09-14 23:00","1,1","12,2","Normalt"
"2022-09-15 00:00","0,48","11,2","Normalt"
"2022-09-15 01:00","0,33",11,"Normalt"
"2022-09-15 02:00","0,41","10,6","Normalt"
"2022-09-15 03:00","0,4","10,1","Normalt"
"2022-09-15 04:00","0,32","9,9","Normalt"
"2022-09-15 05:00","0,42","9,7","Normalt"
"2022-09-15 06:00",1,"9,6","Normalt"
"2022-09-15 07:00","1,35","9,7","Normalt"
"2022-09-15 08:00","0,73","10,4","Normalt"
"2022-09-15 09:00","0,42","11,8","Normalt"
"2022-09-15 10:00","0,31","12,3","Normalt"
"2022-09-15 11:00","0,36","12,3","Normalt"
"2022-09-15 12:00","0,49","11,7","Normalt"
"2022-09-15 13:00","1,58","11,9","Normalt"
"2022-09-15 14:00","0,93","12,1","Normalt"
"2022-09-15 15:00","1,44",12,"Normalt"
"2022-09-15 16:00","0,44","13,1","Normalt"
"2022-09-15 17:00","0,36","12,9","Normalt"
"2022-09-15 18:00","0,77","12,1","Normalt"
"2022-09-15 19:00","0,6",12,"Normalt"
"2022-09-15 20:00","0,37","11,2","Normalt"
"2022-09-15 21:00","0,63","10,5","Normalt"
"2022-09-15 22:00","0,53","10,1","Normalt"
"2022-09-15 23:00","0,61","10,3","Normalt"
"2022-09-16 00:00","1,53","10,4","Normalt"
"2022-09-16 01:00","0,52","10,4","Normalt"
"2022-09-16 02:00","0,38","10,3","Normalt"
"2022-09-16 03:00","0,34","10,1","Normalt"
"2022-09-16 04:00","0,32","10,1","Normalt"
"2022-09-16 05:00","0,34","10,1","Normalt"
"2022-09-16 06:00","0,36","10,1","Normalt"
"2022-09-16 07:00","0,36","10,4","Normalt"
"2022-09-16 08:00","0,31","10,7","Normalt"
"2022-09-16 09:00","0,35","11,3","Normalt"
"2022-09-16 10:00","0,98","11,9","Normalt"
"2022-09-16 11:00","1,37","12,9","Normalt"
"2022-09-16 12:00","1,39","13,2","Normalt"
"2022-09-16 13:00","0,38",15,"Normalt"
"2022-09-16 14:00","0,34","12,5","Normalt"
"2022-09-16 15:00","0,35","12,3","Normalt"
"2022-09-16 16:00","0,36","13,1","Normalt"
"2022-09-16 17:00","0,32","12,8","Normalt"
"2022-09-16 18:00","0,35","11,6","Normalt"
"2022-09-16 19:00","2,02","11,3","Normalt"
"2022-09-16 20:00","1,28",11,"Normalt"
"2022-09-16 21:00","0,46","10,3","Normalt"
"2022-09-16 22:00","0,48","10,3","Normalt"
"2022-09-16 23:00","0,63","10,2","Normalt"
"2022-09-17 00:00","0,61","10,1","Normalt"
"2022-09-17 01:00","0,36","9,8","Normalt"
"2022-09-17 02:00","0,44",10,"Normalt"
"2022-09-17 03:00","0,36","10,3","Normalt"
"2022-09-17 04:00","0,41","10,4","Normalt"
"2022-09-17 05:00","0,71","10,3","Normalt"
"2022-09-17 06:00","1,4",10,"Normalt"
"2022-09-17 07:00","0,44","9,9","Normalt"
"2022-09-17 08:00","0,47","10,6","Normalt"
"2022-09-17 09:00","0,39","11,4","Normalt"
"2022-09-17 10:00","0,36","12,4","Normalt"
"2022-09-17 11:00","0,44","13,3","Normalt"
"2022-09-17 12:00","0,33","13,7","Normalt"
"2022-09-17 13:00","0,43","14,3","Normalt"
"2022-09-17 14:00","0,89","14,7","Normalt"
"2022-09-17 15:00","1,24","12,5","Normalt"
"2022-09-17 16:00","0,44",13,"Normalt"
"2022-09-17 17:00","0,33","12,2","Normalt"
"2022-09-17 18:00","1,95","11,8","Normalt"
"2022-09-17 19:00","2,48","11,8","Normalt"
"2022-09-17 20:00","1,39","11,7","Normalt"
"2022-09-17 21:00","3,87","10,8","Normalt"
"2022-09-17 22:00","2,05","10,2","Normalt"
"2022-09-17 23:00","2,35","10,1","Normalt"
"2022-09-18 00:00","2,15","9,7","Normalt"
"2022-09-18 01:00","1,95","8,9","Normalt"
"2022-09-18 02:00","1,88","8,3","Normalt"
"2022-09-18 03:00","0,95","7,8","Normalt"
"2022-09-18 04:00","0,92","6,7","Normalt"
"2022-09-18 05:00","0,88","6,6","Normalt"
"2022-09-18 06:00","1,02","6,7","Normalt"
"2022-09-18 07:00","0,92","6,6","Normalt"
"2022-09-18 08:00","1,17","7,2","Normalt"
"2022-09-18 09:00","1,66","8,6","Normalt"
"2022-09-18 10:00","0,83","9,6","Normalt"
"2022-09-18 11:00","0,62","10,6","Normalt"
"2022-09-18 12:00","0,79","12,9","Normalt"
"2022-09-18 13:00","0,84","13,3","Normalt"
"2022-09-18 14:00","0,82","13,7","Normalt"
"2022-09-18 15:00","1,96","13,6","Normalt"
"2022-09-18 16:00","1,64","14,2","Normalt"
"2022-09-18 17:00","1,96","14,1","Normalt"
"2022-09-18 18:00","1,45",13,"Normalt"
"2022-09-18 19:00","1,07","12,3","Normalt"
"2022-09-18 20:00","0,49","11,1","Normalt"
"2022-09-18 21:00","0,66","11,4","Normalt"
"2022-09-18 22:00","0,68","10,7","Normalt"
"2022-09-18 23:00","1,17","10,4","Normalt"
"2022-09-19 00:00","1,7","10,4","Normalt"
"2022-09-19 01:00","1,18","10,2","Normalt"
"2022-09-19 02:00","0,5","9,8","Normalt"
"2022-09-19 03:00","0,54","10,1","Normalt"
"2022-09-19 04:00","0,49","10,4","Normalt"
"2022-09-19 05:00","0,49","10,1","Normalt"
"2022-09-19 06:00","1,13","9,9","Normalt"
"2022-09-19 07:00","1,18","10,1","Normalt"
"2022-09-19 08:00","0,56","10,2","Normalt"
"2022-09-19 09:00","0,51","10,9","Normalt"
"2022-09-19 10:00","0,46","11,2","Normalt"
"2022-09-19 11:00","0,68","11,3","Normalt"
"2022-09-19 12:00","0,52","10,9","Normalt"
"2022-09-19 13:00","1,49","11,2","Normalt"
"2022-09-19 14:00","1,29","11,8","Normalt"
"2022-09-19 15:00","0,54","11,3","Normalt"
"2022-09-19 16:00","0,9","11,3","Normalt"
"2022-09-19 17:00","1,3","11,3","Normalt"
"2022-09-19 18:00","1,02","10,9","Normalt"
"2022-09-19 19:00","0,86","10,2","Normalt"
"2022-09-19 20:00","1,89","10,2","Normalt"
"2022-09-19 21:00",2,"10,2","Normalt"
"2022-09-19 22:00","1,48","10,1","Normalt"
"2022-09-19 23:00","0,88","9,7","Normalt"
"2022-09-20 00:00","0,71","9,7","Normalt"
"2022-09-20 01:00","0,63","9,8","Normalt"
"2022-09-20 02:00","0,56","9,7","Normalt"
"2022-09-20 03:00","0,79","9,7","Normalt"
"2022-09-20 04:00","1,52","9,7","Normalt"
"2022-09-20 05:00","0,58","9,7","Normalt"
"2022-09-20 06:00","0,77","9,4","Normalt"
"2022-09-20 07:00","0,53","9,3","Normalt"
"2022-09-20 08:00","0,54","9,2","Normalt"
"2022-09-20 09:00","0,62","9,8","Normalt"
"2022-09-20 10:00","0,9","10,6","Normalt"
"2022-09-20 11:00","2,77","11,3","Normalt"
"2022-09-20 12:00","1,13","11,9","Normalt"
"2022-09-20 13:00","0,7","11,9","Normalt"
"2022-09-20 14:00","0,68","11,4","Normalt"
"2022-09-20 15:00","1,19","11,3","Normalt"
"2022-09-20 16:00","2,25","11,8","Normalt"
"2022-09-20 17:00","1,91","10,7","Normalt"
"2022-09-20 18:00","0,98","10,6","Normalt"
"2022-09-20 19:00","0,89","9,4","Normalt"
"2022-09-20 20:00","0,99","6,8","Normalt"
"2022-09-20 21:00","0,98","5,7","Normalt"
"2022-09-20 22:00","1,34","5,5","Normalt"
"2022-09-20 23:00","2,18","4,3","Normalt"
"2022-09-21 00:00","1,35","3,8","Normalt"
"2022-09-21 01:00","0,81","3,8","Normalt"
"2022-09-21 02:00","0,87","3,3","Normalt"
"2022-09-21 03:00","0,8",3,"Normalt"
"2022-09-21 04:00","1,5","3,2","Normalt"
"2022-09-21 05:00","1,16","3,9","Normalt"
"2022-09-21 06:00","0,71","4,8","Normalt"
"2022-09-21 07:00","0,85","4,8","Normalt"
"2022-09-21 08:00","1,34","5,2","Normalt"
"2022-09-21 09:00","1,28","7,5","Normalt"
"2022-09-21 10:00","0,66","10,9","Normalt"
"2022-09-21 11:00","0,6","12,4","Normalt"
"2022-09-21 12:00","0,68","13,2","Normalt"
"2022-09-21 13:00","1,47","14,4","Normalt"
"2022-09-21 14:00","1,61","14,7","Normalt"
"2022-09-21 15:00","1,62","14,9","Normalt"
"2022-09-21 16:00","1,77","14,8","Normalt"
"2022-09-21 17:00","1,7","15,5","Normalt"
"2022-09-21 18:00","1,02","14,2","Normalt"
"2022-09-21 19:00","0,57","11,2","Normalt"
"2022-09-21 20:00","0,67","9,5","Normalt"
"2022-09-21 21:00","0,56","8,2","Normalt"
"2022-09-21 22:00","0,59","7,2","Normalt"
"2022-09-21 23:00","0,7","6,4","Normalt"
"2022-09-22 00:00","0,75","5,6","Normalt"
"2022-09-22 01:00","1,51","5,4","Normalt"
"2022-09-22 02:00","2,37","4,6","Normalt"
"2022-09-22 03:00","1,69","4,2","Normalt"
"2022-09-22 04:00","0,63","4,3","Normalt"
"2022-09-22 05:00","0,65","3,9","Normalt"
"2022-09-22 06:00","0,7","4,1","Normalt"
"2022-09-22 07:00","0,69","4,2","Normalt"
"2022-09-22 08:00","0,65","5,6","Normalt"
"2022-09-22 09:00","0,78","8,2","Normalt"
"2022-09-22 10:00","1,68","11,3","Normalt"
"2022-09-22 11:00","0,69","13,1","Normalt"
"2022-09-22 12:00","0,92","13,8","Normalt"
"2022-09-22 13:00","1,5","15,3","Normalt"
"2022-09-22 14:00","1,72","15,3","Normalt"
"2022-09-22 15:00","2,23","15,6","Normalt"
"2022-09-22 16:00","1,84","16,3","Normalt"
"2022-09-22 17:00","1,32","15,9","Normalt"
"2022-09-22 18:00","0,8","14,9","Normalt"
"2022-09-22 19:00","0,72","12,7","Normalt"
"2022-09-22 20:00","1,77","10,4","Normalt"
"2022-09-22 21:00","1,05","10,7","Normalt"
"2022-09-22 22:00","0,92","11,3","Normalt"
"2022-09-22 23:00","1,8","11,2","Normalt"
"2022-09-23 00:00","0,95","11,3","Normalt"
"2022-09-23 01:00","0,64","11,3","Normalt"
"2022-09-23 02:00","1,45","11,3","Normalt"
"2022-09-23 03:00","0,43","11,2","Normalt"
"2022-09-23 04:00","0,37","10,8","Normalt"
"2022-09-23 05:00","0,53","10,8","Normalt"
"2022-09-23 06:00","0,47","9,8","Normalt"
"2022-09-23 07:00","0,54","9,7","Normalt"
"2022-09-23 08:00","1,01","10,9","Normalt"
"2022-09-23 09:00","1,76","11,8","Normalt"
"2022-09-23 10:00","1,01","12,3","Normalt"
"2022-09-23 11:00","1,8","13,4","Normalt"
"2022-09-23 12:00","1,64","14,1","Normalt"
"2022-09-23 13:00","1,63","15,4","Normalt"
"2022-09-23 14:00","1,51","16,2","Normalt"
"2022-09-23 15:00","1,5","16,8","Normalt"
"2022-09-23 16:00","1,48","16,2","Normalt"
"2022-09-23 17:00","1,55","15,4","Normalt"
"2022-09-23 18:00","1,72","14,4","Normalt"
"2022-09-23 19:00","0,92","12,8","Normalt"
"2022-09-23 20:00","0,8","11,7","Normalt"
"2022-09-23 21:00","0,58",11,"Normalt"
"2022-09-23 22:00","0,61","10,7","Normalt"
"2022-09-23 23:00","1,37","10,4","Normalt"
